id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13904590,JJ338685,2025-07-18T06:15:00.000,034XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0211,002,4,35,14,1179474,1882305,2025,2025-07-26T15:43:50.000,41.832329279,-87.616983146,"{'latitude': '41.832329279', 'longitude': '-87.616983146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21194,1,190,10,40,24,169,9
13904591,JJ338607,2025-07-18T06:14:00.000,088XX S CLYDE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0412,004,8,48,05,1191713,1846757,2025,2025-07-26T15:43:50.000,41.734494238,-87.573230352,"{'latitude': '41.734494238', 'longitude': '-87.573230352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,44,473,35,25,19,240,10
13904680,JJ338596,2025-07-18T06:05:00.000,007XX W 47TH PL,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0935,009,15,61,06,1172185,1873372,2025,2025-07-26T15:43:50.000,41.807979957,-87.643990278,"{'latitude': '41.807979957', 'longitude': '-87.643990278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,84,48,37,23,117,15
13904562,JJ338710,2025-07-18T06:00:00.000,0000X W ROOSEVELT RD,0320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,False,0123,001,4,32,03,1175871,1895049,2025,2025-07-26T15:43:50.000,41.867381435,-87.629819863,"{'latitude': '41.867381435', 'longitude': '-87.629819863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,34,330,9,35,22,94,34
13904504,JJ338651,2025-07-18T06:00:00.000,002XX S HALSTED ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1232,012,34,28,06,1171090,1899019,2025,2025-07-26T15:43:50.000,41.878381577,-87.647255007,"{'latitude': '41.878381577', 'longitude': '-87.647255007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4452,29,91,46,45,15,95,34
13905107,JJ338969,2025-07-18T06:00:00.000,055XX N KENMORE AVE,0560,ASSAULT,SIMPLE,ALLEY,False,False,2023,020,48,77,08A,1168247,1937041,2025,2025-07-26T15:43:50.000,41.982777739,-87.656591889,"{'latitude': '41.982777739', 'longitude': '-87.656591889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,76,145,16,15,2,47,48
13904584,JJ338765,2025-07-18T06:00:00.000,051XX W MEDILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2522,025,31,19,07,1141836,1915143,2025,2025-07-26T15:43:50.000,41.923219173,-87.754270579,"{'latitude': '41.923219173', 'longitude': '-87.754270579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,19,306,44,2,6,188,31
13904537,JJ338613,2025-07-18T06:00:00.000,084XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,0423,004,7,46,08B,1194967,1849499,2025,2025-07-26T15:43:50.000,41.741939038,-87.561219256,"{'latitude': '41.741939038', 'longitude': '-87.561219256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,226,37,25,19,238,5
13904546,JJ338652,2025-07-18T06:00:00.000,115XX S YALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,0522,005,9,53,08A,1176679,1828361,2025,2025-07-26T15:43:50.000,41.684364195,-87.628859121,"{'latitude': '41.684364195', 'longitude': '-87.628859121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,50,255,22,19,10,267,11
13904514,JJ338611,2025-07-18T06:00:00.000,078XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,0621,006,17,71,14,1171336,1852792,2025,2025-07-26T15:43:50.000,41.751524676,-87.64770602,"{'latitude': '41.751524676', 'longitude': '-87.64770602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,229,17
13904459,JJ338564,2025-07-18T05:55:00.000,006XX S KEDZIE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,ALLEY,False,False,1134,011,24,27,26,1155131,1897083,2025,2025-07-26T15:43:50.000,41.873404118,-87.705905027,"{'latitude': '41.873404118', 'longitude': '-87.705905027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21572,28,36,14,28,16,140,24
13904548,JJ338563,2025-07-18T05:51:00.000,017XX E 76TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,0414,004,8,43,04B,1189355,1854936,2025,2025-07-26T15:43:50.000,41.756995001,-87.581607103,"{'latitude': '41.756995001', 'longitude': '-87.581607103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,22538,39,188,35,24,19,222,10
13904593,JJ338706,2025-07-18T05:30:00.000,051XX W WELLINGTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2521,025,31,19,26,1141529,1919460,2025,2025-07-26T15:43:50.000,41.935071147,-87.755291682,"{'latitude': '41.935071147', 'longitude': '-87.755291682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22618,19,355,17,21,6,176,31
13907035,JJ341892,2025-07-18T05:30:00.000,018XX W 65TH ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,0726,007,15,67,03,1165029,1861570,2025,2025-07-26T15:43:50.000,41.775748312,-87.670570368,"{'latitude': '41.775748312', 'longitude': '-87.670570368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,281,3,23,17,205,15
13904475,JJ338562,2025-07-18T05:28:00.000,001XX W MAPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1824,018,27,8,14,1174883,1907592,2025,2025-07-26T15:43:50.000,41.901822321,-87.633071176,"{'latitude': '41.901822321', 'longitude': '-87.633071176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,14926,37,310,46,54,14,197,27
13904650,JJ338554,2025-07-18T05:24:00.000,073XX S ABERDEEN ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,0733,007,17,68,03,1170253,1856161,2025,2025-07-26T15:43:50.000,41.760793266,-87.65157686,"{'latitude': '41.760793266', 'longitude': '-87.65157686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21559,66,512,31,11,17,215,17
13904480,JJ338551,2025-07-18T05:14:00.000,063XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0314,003,5,42,14,1187961,1863261,2025,2025-07-26T15:43:50.000,41.779872827,-87.586450869,"{'latitude': '41.779872827', 'longitude': '-87.586450869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,134,4,60,18,273,3
13905203,JJ338748,2025-07-18T05:10:00.000,008XX W ALDINE AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1924,019,44,6,06,1170219,1922121,2025,2025-07-26T15:43:50.000,41.941793819,-87.649777104,"{'latitude': '41.941793819', 'longitude': '-87.649777104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,731,25,22,5,28,44
13909226,JJ344524,2025-07-18T05:00:00.000,080XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,0414,004,8,46,07,1191923,1852184,2025,2025-07-26T15:43:50.000,41.74938132,-87.572285187,"{'latitude': '41.74938132', 'longitude': '-87.572285187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,42,507,35,25,19,222,10
13904507,JJ338614,2025-07-18T05:00:00.000,080XX S ADA ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,APARTMENT,False,False,0612,006,17,71,11,1168724,1851548,2025,2025-07-26T15:43:50.000,41.74816769,-87.657313572,"{'latitude': '41.74816769', 'longitude': '-87.657313572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,575,13,59,20,230,17
13904592,JJ338606,2025-07-18T05:00:00.000,025XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1033,010,24,30,08A,1158114,1886858,2025,2025-07-26T15:43:50.000,41.845285285,-87.695231925,"{'latitude': '41.845285285', 'longitude': '-87.695231925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,21569,32,262,1,57,21,160,24
13912387,JJ338624,2025-07-18T05:00:00.000,036XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1133,011,24,27,14,1152232,1896783,2025,2025-07-27T15:42:13.000,41.872638542,-87.716556677,"{'latitude': '41.872638542', 'longitude': '-87.716556677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21572,28,704,14,30,16,141,24
13904577,JJ338556,2025-07-18T05:00:00.000,056XX S SEELEY AVE,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE - GARAGE,False,False,0715,007,15,67,03,1163655,1867277,2025,2025-07-26T15:43:50.000,41.791438014,-87.675447263,"{'latitude': '41.791438014', 'longitude': '-87.675447263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,274,3,23,17,270,15
13904671,JJ338885,2025-07-18T05:00:00.000,001XX E WACKER DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,HOTEL / MOTEL,False,False,0114,001,42,32,11,1177683,1902638,2025,2025-07-26T15:43:50.000,41.888165132,-87.622937212,"{'latitude': '41.888165132', 'longitude': '-87.622937212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,87,42
13907391,JJ342070,2025-07-18T05:00:00.000,022XX E 103RD ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,APARTMENT,False,False,0434,004,7,51,07,1192874,1837123,2025,2025-07-26T15:43:50.000,41.708029389,-87.569290282,"{'latitude': '41.708029389', 'longitude': '-87.569290282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,48,252,37,25,19,249,5
13904454,JJ338548,2025-07-18T04:46:00.000,032XX S LOWE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,0915,009,11,60,03,1172496,1883335,2025,2025-07-26T15:43:50.000,41.835312516,-87.64255583,"{'latitude': '41.835312516', 'longitude': '-87.64255583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,21194,58,149,48,40,23,170,7
13904458,JJ338546,2025-07-18T04:46:00.000,030XX W NORTH SHORE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2412,024,50,2,07,1154927,1944278,2025,2025-07-26T15:43:50.000,42.002914741,-87.705384759,"{'latitude': '42.002914741', 'longitude': '-87.705384759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,40,27,12,11,46,50
13904533,JJ338637,2025-07-18T04:40:00.000,107XX S MACKINAW AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0432,004,10,52,06,1200199,1834357,2025,2025-07-26T15:43:50.000,41.700257762,-87.542559386,"{'latitude': '41.700257762', 'longitude': '-87.542559386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,602,47,25,19,247,6
13904973,JJ339347,2025-07-18T04:30:00.000,015XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0131,001,3,33,14,1176580,1892953,2025,2025-07-26T15:43:50.000,41.861613902,-87.627280329,"{'latitude': '41.861613902', 'longitude': '-87.627280329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14913,34,330,9,35,22,94,8
13905328,JJ339681,2025-07-18T04:30:00.000,028XX W 19TH ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1022,010,25,30,08B,1157372,1890584,2025,2025-07-26T15:43:50.000,41.855524939,-87.6978538,"{'latitude': '41.855524939', 'longitude': '-87.6978538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,21569,32,203,1,57,21,152,25
13905644,JJ340039,2025-07-18T04:30:00.000,017XX E 93RD ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,0413,004,8,48,05,1189618,1843658,2025,2025-07-26T15:43:50.000,41.726040786,-87.581004606,"{'latitude': '41.726040786', 'longitude': '-87.581004606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,44,492,35,25,19,246,10
13904783,JJ338643,2025-07-18T04:19:00.000,092XX S THROOP ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,2222,022,21,73,07,1169285,1843451,2025,2025-07-26T15:43:50.000,41.725936259,-87.655491567,"{'latitude': '41.725936259', 'longitude': '-87.655491567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,195,13,59,9,244,21
13905350,JJ338862,2025-07-18T04:18:00.000,062XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0311,003,20,40,14,1179993,1863671,2025,2025-07-26T15:43:50.000,41.781184105,-87.615649806,"{'latitude': '41.781184105', 'longitude': '-87.615649806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,404,4,60,18,251,20
13904420,JJ338538,2025-07-18T04:15:00.000,101XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0511,005,9,49,08B,1178048,1837574,2025,2025-07-26T15:43:50.000,41.709615153,-87.623569718,"{'latitude': '41.709615153', 'longitude': '-87.623569718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,570,43,19,10,250,11
13906343,JJ338545,2025-07-18T04:07:00.000,063XX S ASHLAND AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA PLATFORM,False,False,0725,007,16,67,03,1166756,1862726,2025,2025-07-26T15:43:50.000,41.778883826,-87.664206366,"{'latitude': '41.778883826', 'longitude': '-87.664206366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,22257,65,280,2,23,17,204,16
13904467,JJ338558,2025-07-18T04:00:00.000,048XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,0223,002,3,38,06,1180404,1872863,2025,2025-07-26T15:43:50.000,41.806398362,-87.613860969,"{'latitude': '41.806398362', 'longitude': '-87.613860969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21192,4,447,9,10,24,116,8
13906043,JJ340482,2025-07-18T04:00:00.000,012XX N LEAVITT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1424,014,1,24,14,1161515,1908124,2025,2025-07-26T15:43:50.000,41.903571107,-87.682158539,"{'latitude': '41.903571107', 'longitude': '-87.682158539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,516,41,4,7,200,1
13914569,JJ350853,2025-07-18T04:00:00.000,005XX N STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,1834,018,42,8,08B,1176282,1903709,2025,2025-07-29T15:41:15.000,41.891135724,-87.628049777,"{'latitude': '41.891135724', 'longitude': '-87.628049777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,669,36,55,14,73,42
13916163,JJ352357,2025-07-18T03:59:00.000,002XX N ABERDEEN ST,0890,THEFT,FROM BUILDING,CHA PARKING LOT / GROUNDS,False,False,1214,012,27,28,06,1169100,1901740,2025,2025-07-30T15:42:03.000,41.885891616,-87.654482779,"{'latitude': '41.885891616', 'longitude': '-87.654482779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,76,27
13904463,JJ338539,2025-07-18T03:45:00.000,078XX S HALSTED ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,False,False,0621,006,17,71,08B,1172325,1852947,2025,2025-07-26T15:43:50.000,41.751928332,-87.644077264,"{'latitude': '41.751928332', 'longitude': '-87.644077264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,229,17
13905817,JJ340192,2025-07-18T03:43:00.000,008XX N HUDSON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,True,False,1823,018,27,8,05,1173033,1905928,2025,2025-07-26T15:43:50.000,41.897297451,-87.639915797,"{'latitude': '41.897297451', 'longitude': '-87.639915797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14926,37,652,46,54,14,51,27
13905971,JJ340456,2025-07-18T03:40:00.000,067XX S EAST END AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0332,003,5,43,04A,1188696,1860589,2025,2025-07-26T15:43:50.000,41.772523095,-87.583841674,"{'latitude': '41.772523095', 'longitude': '-87.583841674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,381,33,24,18,212,3
13904761,JJ338729,2025-07-18T03:34:00.000,036XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1925,019,46,6,06,1170674,1924606,2025,2025-07-26T15:43:50.000,41.948602785,-87.648031778,"{'latitude': '41.948602785', 'longitude': '-87.648031778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,21186,57,726,39,53,5,18,46
13904638,JJ338869,2025-07-18T03:30:00.000,041XX N MONTICELLO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1723,017,33,16,08A,1151320,1927173,2025,2025-07-26T15:43:50.000,41.95604942,-87.719105998,"{'latitude': '41.95604942', 'longitude': '-87.719105998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,364,12,39,1,9,33
13904710,JJ338900,2025-07-18T03:30:00.000,0000X E WALTON ST,0810,THEFT,OVER $500,HOTEL / MOTEL,False,False,1833,018,42,8,06,1176324,1906920,2025,2025-07-26T15:43:50.000,41.899945921,-87.627798561,"{'latitude': '41.899945921', 'longitude': '-87.627798561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,104,36,6,14,71,42
13904524,JJ338593,2025-07-18T03:30:00.000,010XX S DELANO CT E,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0123,001,34,32,08B,1175139,1895535,2025,2025-07-26T15:43:50.000,41.868731481,-87.632492552,"{'latitude': '41.868731481', 'longitude': '-87.632492552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,38,12,26,35,22,144,34
13904425,JJ338532,2025-07-18T03:29:00.000,005XX W 104TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,True,True,2232,022,21,49,04A,1174656,1835932,2025,2025-07-30T15:42:03.000,41.705185319,-87.636040338,"{'latitude': '41.705185319', 'longitude': '-87.636040338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,45,525,22,19,9,253,21
13904417,JJ338528,2025-07-18T03:23:00.000,057XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,0712,007,16,68,14,1171618,1866832,2025,2025-07-26T15:43:50.000,41.790045959,-87.646261611,"{'latitude': '41.790045959', 'longitude': '-87.646261611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21559,66,113,2,11,17,261,16
13906183,JJ340455,2025-07-18T03:15:00.000,016XX W SHERWIN AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2423,024,49,1,08A,1164144,1948718,2025,2025-07-26T15:43:50.000,42.014907689,-87.671349732,"{'latitude': '42.014907689', 'longitude': '-87.671349732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,489,5,9,11,37,49
13904392,JJ338524,2025-07-18T03:08:00.000,046XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0821,008,12,58,14,1154552,1873737,2025,2025-07-26T15:43:50.000,41.809351468,-87.708654256,"{'latitude': '41.809351468', 'longitude': '-87.708654256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,55,640,8,56,13,103,12
13904873,JJ339166,2025-07-18T03:00:00.000,082XX S MICHIGAN AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,0631,006,6,44,06,1178585,1850392,2025,2025-07-26T15:43:50.000,41.744777208,-87.621214825,"{'latitude': '41.744777208', 'longitude': '-87.621214825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,406,32,61,20,235,4
13908338,JJ342760,2025-07-18T03:00:00.000,025XX N SHEFFIELD AVE,0810,THEFT,OVER $500,STREET,False,False,1932,019,43,7,06,1169195,1916993,2025,2025-07-26T15:43:50.000,41.927744696,-87.653690124,"{'latitude': '41.927744696', 'longitude': '-87.653690124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,21190,68,795,34,16,5,173,43
13905046,JJ339218,2025-07-18T03:00:00.000,070XX S JEFFERY BLVD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,0331,003,5,43,04A,1190765,1858575,2025,2025-07-26T15:43:50.000,41.766946791,-87.57632241,"{'latitude': '41.766946791', 'longitude': '-87.57632241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,381,33,24,18,212,3
13906187,JJ340451,2025-07-18T03:00:00.000,069XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0733,007,16,68,14,1169850,1858756,2025,2025-07-26T15:43:50.000,41.767923032,-87.652978649,"{'latitude': '41.767923032', 'longitude': '-87.652978649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21559,66,410,32,11,17,215,16
13905890,JJ340303,2025-07-18T03:00:00.000,019XX W OGDEN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING / GROUNDS,False,False,1231,012,27,28,17,1163312,1897077,2025,2025-07-26T15:43:50.000,41.873219626,-87.675868666,"{'latitude': '41.873219626', 'longitude': '-87.675868666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,5,23,28,15,139,28
13904380,JJ338526,2025-07-18T02:49:00.000,108XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0513,005,9,49,14,1178829,1833069,2025,2025-07-26T15:43:50.000,41.697235111,-87.620846096,"{'latitude': '41.697235111', 'longitude': '-87.620846096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,237,43,19,10,260,11
13904400,JJ338523,2025-07-18T02:45:00.000,004XX N CLARK ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1831,018,42,8,04B,1175465,1903099,2025,2025-07-26T15:43:50.000,41.88948024,-87.631068522,"{'latitude': '41.88948024', 'longitude': '-87.631068522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,670,36,55,14,73,42
13904395,JJ338514,2025-07-18T02:45:00.000,010XX N PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1112,011,37,23,08B,1149534,1906544,2025,2025-07-26T15:43:50.000,41.899476558,-87.72620879,"{'latitude': '41.899476558', 'longitude': '-87.72620879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,24,99,45,5,16,68,37
13904717,JJ338962,2025-07-18T02:30:00.000,005XX N LEAVITT ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,False,False,1221,012,36,24,07,1161644,1903542,2025,2025-07-26T15:43:50.000,41.890995045,-87.681812505,"{'latitude': '41.890995045', 'longitude': '-87.681812505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,21184,25,546,49,28,15,80,36
13904469,JJ338513,2025-07-18T02:30:00.000,057XX S KENWOOD AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,0235,002,5,41,08A,1186089,1867112,2025,2025-07-26T15:43:50.000,41.790484699,-87.593192251,"{'latitude': '41.790484699', 'longitude': '-87.593192251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,8,503,33,60,24,132,3
13904396,JJ338510,2025-07-18T02:20:00.000,097XX S GENOA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2223,022,21,73,07,1170552,1840189,2025,2025-07-26T15:43:50.000,41.71695738,-87.650945175,"{'latitude': '41.71695738', 'longitude': '-87.650945175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,22212,72,592,22,13,9,243,21
13908708,JJ343422,2025-07-18T02:15:00.000,037XX W 61ST ST,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,0823,008,23,65,06,1152417,1863898,2025,2025-07-26T15:43:50.000,41.782394125,-87.716743983,"{'latitude': '41.782394125', 'longitude': '-87.716743983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,339,6,58,13,276,23
13904413,JJ338509,2025-07-18T02:15:00.000,097XX S CRILLY DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,False,True,0432,004,10,52,08B,1203534,1840961,2025,2025-07-26T15:43:50.000,41.718294973,-87.53012269,"{'latitude': '41.718294973', 'longitude': '-87.53012269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,705,47,25,19,247,6
13904418,JJ338502,2025-07-18T02:11:00.000,004XX W WRIGHTWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1935,019,43,7,07,1172688,1918160,2025,2025-07-26T15:43:50.000,41.9308703,-87.64082017,"{'latitude': '41.9308703', 'longitude': '-87.64082017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,21190,68,101,34,16,5,178,43
