id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13911205,JJ346685,2025-07-24T00:00:00.000,024XX W 25TH ST,0560,ASSAULT,SIMPLE,STREET,False,False,1034,010,25,31,08A,1160336,1887340,2025,2025-07-31T15:44:23.000,41.846562352,-87.687064109,"{'latitude': '41.846562352', 'longitude': '-87.687064109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,204,26,43,21,159,25
13914716,JJ350971,2025-07-24T00:00:00.000,006XX N TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1121,011,27,23,07,1153269,1903952,2025,2025-07-31T15:44:23.000,41.892290508,-87.712558965,"{'latitude': '41.892290508', 'longitude': '-87.712558965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21572,24,584,46,30,16,65,27
13911459,JJ346642,2025-07-24T00:00:00.000,0000X S WABASH AVE,0460,BATTERY,SIMPLE,STREET,False,False,0112,001,34,32,08B,1176815,1900227,2025,2025-07-31T15:44:23.000,41.881568892,-87.626197726,"{'latitude': '41.881568892', 'longitude': '-87.626197726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14311,38,367,36,34,22,93,34
13911033,JJ346535,2025-07-24T00:00:00.000,027XX W 60TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,0824,008,16,66,14,1158960,1864749,2025,2025-07-31T15:44:23.000,41.784598134,-87.692732051,"{'latitude': '41.784598134', 'longitude': '-87.692732051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,64,111,2,58,13,269,16
13913345,JJ346524,2025-07-24T00:00:00.000,107XX S AVENUE E,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,0432,004,10,52,04B,1203836,1834319,2025,2025-07-31T15:44:23.000,41.700061077,-87.52924377,"{'latitude': '41.700061077', 'longitude': '-87.52924377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,715,47,25,19,247,6
13911706,JJ347417,2025-07-24T00:00:00.000,081XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0631,006,8,44,08B,1183979,1851235,2025,2025-07-31T15:44:23.000,41.746966294,-87.601424385,"{'latitude': '41.746966294', 'longitude': '-87.601424385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,40,247,35,61,20,235,10
13916352,JJ352667,2025-07-24T00:00:00.000,132XX S PRAIRIE AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,0533,005,9,54,02,1180314,1817541,2025,2025-07-31T15:44:23.000,41.654590142,-87.615882296,"{'latitude': '41.654590142', 'longitude': '-87.615882296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,4460,51,10,43,47,10,221,11
13911269,JJ346808,2025-07-24T00:00:00.000,018XX S BLUE ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1233,012,25,31,14,1167092,1891081,2025,2025-07-31T15:44:23.000,41.856685806,-87.662162601,"{'latitude': '41.856685806', 'longitude': '-87.662162601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,365,26,43,15,150,25
13912849,JJ348940,2025-07-24T00:00:00.000,012XX W KINZIE ST,0810,THEFT,OVER $500,STREET,False,False,1215,012,27,24,06,1168159,1902843,2025,2025-07-31T15:44:23.000,41.888938702,-87.657906431,"{'latitude': '41.888938702', 'longitude': '-87.657906431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,25,521,46,49,15,78,27
13916386,JJ347618,2025-07-24T00:00:00.000,051XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,0932,009,16,61,06,1166541,1870734,2025,2025-07-31T15:44:23.000,41.800863342,-87.664766276,"{'latitude': '41.800863342', 'longitude': '-87.664766276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,789,2,37,23,128,16
13910984,JJ346537,2025-07-24T00:00:00.000,034XX N LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1925,019,44,6,08B,1172449,1923411,2025,2025-07-31T15:44:23.000,41.945284535,-87.641542722,"{'latitude': '41.945284535', 'longitude': '-87.641542722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,535,25,22,5,18,44
13911123,JJ346571,2025-07-24T00:00:00.000,048XX S DREXEL BLVD,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,0223,002,4,39,03,1183004,1873073,2025,2025-07-31T15:44:23.000,41.806914497,-87.604318647,"{'latitude': '41.806914497', 'longitude': '-87.604318647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,5,461,10,10,24,116,9
13911437,JJ347070,2025-07-24T00:00:00.000,027XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1125,011,27,27,05,1158253,1898914,2025,2025-07-31T15:44:23.000,41.878365364,-87.694392535,"{'latitude': '41.878365364', 'longitude': '-87.694392535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,28,38,46,28,16,138,27
13910991,JJ346514,2025-07-23T23:56:00.000,016XX S BLUE ISLAND AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,STREET,True,False,1233,012,25,31,24,1167559,1891824,2025,2025-07-31T15:44:23.000,41.858714633,-87.660427092,"{'latitude': '41.858714633', 'longitude': '-87.660427092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,365,26,43,15,150,25
13911077,JJ346494,2025-07-23T23:50:00.000,053XX W ADAMS ST,0580,STALKING,SIMPLE,RESIDENCE,False,True,1522,015,29,25,08A,1140834,1898814,2025,2025-07-31T15:44:23.000,41.87842899,-87.75835446,"{'latitude': '41.87842899', 'longitude': '-87.75835446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,68,7,32,25,97,29
13911034,JJ346504,2025-07-23T23:40:00.000,010XX S CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1225,012,28,28,14,1160876,1895343,2025,2025-07-31T15:44:23.000,41.86851222,-87.684860503,"{'latitude': '41.86851222', 'longitude': '-87.684860503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,21184,29,757,23,28,15,139,28
13910959,JJ346497,2025-07-23T23:40:00.000,105XX S WALDEN PKWY,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,2212,022,19,72,07,1165474,1834620,2025,2025-07-31T15:44:23.000,41.701784076,-87.669700882,"{'latitude': '41.701784076', 'longitude': '-87.669700882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33,22212,71,630,42,13,9,257,19
13918209,JJ355026,2025-07-23T23:40:00.000,045XX N SAWYER AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1724,017,33,14,04B,,,2025,2025-07-31T15:44:23.000,,,,,,,,,,,,
13910983,JJ346498,2025-07-23T23:40:00.000,011XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,0114,001,4,32,06,1177423,1895162,2025,2025-07-31T15:44:23.000,41.86765647,-87.624118874,"{'latitude': '41.86765647', 'longitude': '-87.624118874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,38,368,10,35,22,144,9
13911009,JJ346517,2025-07-23T23:32:00.000,016XX S KEDZIE AVE,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1022,010,24,29,18,1155294,1891774,2025,2025-07-31T15:44:23.000,41.858832381,-87.705449136,"{'latitude': '41.858832381', 'longitude': '-87.705449136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,34,14,57,21,152,24
13911003,JJ346510,2025-07-23T23:30:00.000,053XX W WARNER AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1624,016,38,15,05,1140035,1927075,2025,2025-07-31T15:44:23.000,41.955994957,-87.76059526,"{'latitude': '41.955994957', 'longitude': '-87.76059526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,260,19,21,12,15,38
13910944,JJ346487,2025-07-23T23:15:00.000,020XX W 70TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0735,007,17,67,14,1164077,1857905,2025,2025-07-31T15:44:23.000,41.765711133,-87.674163292,"{'latitude': '41.765711133', 'longitude': '-87.674163292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,283,31,23,17,7,17
13910953,JJ346473,2025-07-23T23:13:00.000,002XX E 106TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,True,True,0512,005,9,49,04A,1179898,1834738,2025,2025-07-31T15:44:23.000,41.701790743,-87.616881213,"{'latitude': '41.701790743', 'longitude': '-87.616881213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,236,43,19,10,256,11
13910942,JJ346468,2025-07-23T23:12:00.000,015XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,TO LAND,ALLEY,True,False,1424,014,1,24,26,1163099,1910340,2025,2025-07-31T15:44:23.000,41.909618829,-87.676277805,"{'latitude': '41.909618829', 'longitude': '-87.676277805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,481,41,4,7,200,1
13915025,JJ351374,2025-07-23T23:10:00.000,014XX E 54TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,0234,002,5,41,14,1186939,1869883,2025,2025-07-31T15:44:23.000,41.79806841,-87.589987708,"{'latitude': '41.79806841', 'longitude': '-87.589987708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,500,33,10,24,122,3
13910978,JJ346515,2025-07-23T23:07:00.000,003XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,0111,001,42,32,06,1177246,1902333,2025,2025-07-31T15:44:23.000,41.887338112,-87.624551258,"{'latitude': '41.887338112', 'longitude': '-87.624551258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,88,42
13911040,JJ346457,2025-07-23T23:01:00.000,044XX S KEELER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True,0815,008,14,57,14,1149090,1874923,2025,2025-07-31T15:44:23.000,41.812713224,-87.728657534,"{'latitude': '41.812713224', 'longitude': '-87.728657534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,54,591,8,56,13,105,14
13911079,JJ346578,2025-07-23T23:00:00.000,019XX E 86TH ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,0412,004,8,45,04B,1190467,1848333,2025,2025-07-31T15:44:23.000,41.738849038,-87.577744373,"{'latitude': '41.738849038', 'longitude': '-87.577744373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,41,431,35,25,19,240,10
13911018,JJ346496,2025-07-23T23:00:00.000,026XX E 93RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,0423,004,7,48,08B,1195245,1843805,2025,2025-07-31T15:44:23.000,41.726307366,-87.560388051,"{'latitude': '41.726307366', 'longitude': '-87.560388051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,44,493,37,25,19,238,5
13911168,JJ346751,2025-07-23T23:00:00.000,023XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1223,012,27,28,14,1160851,1900628,2025,2025-07-31T15:44:23.000,41.883015264,-87.68480568,"{'latitude': '41.883015264', 'longitude': '-87.68480568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,37,46,28,15,75,27
13911257,JJ346719,2025-07-23T23:00:00.000,015XX W 72ND ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0734,007,17,67,07,1167218,1856980,2025,2025-07-31T15:44:23.000,41.763106179,-87.662676898,"{'latitude': '41.763106179', 'longitude': '-87.662676898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,432,31,23,17,216,17
13910986,JJ346469,2025-07-23T23:00:00.000,014XX W 63RD ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,False,False,0713,007,16,67,08B,1167639,1862965,2025,2025-07-31T15:44:23.000,41.779520772,-87.660962362,"{'latitude': '41.779520772', 'longitude': '-87.660962362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,22257,65,277,2,23,17,266,16
13911607,JJ347273,2025-07-23T23:00:00.000,011XX W FARWELL AVE,0810,THEFT,OVER $500,STREET,False,False,2431,024,49,1,06,1167345,1945785,2025,2025-07-31T15:44:23.000,42.006790965,-87.659656231,"{'latitude': '42.006790965', 'longitude': '-87.659656231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,267,5,9,11,39,49
13911219,JJ346797,2025-07-23T23:00:00.000,030XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0133,001,4,35,07,1179408,1885031,2025,2025-07-31T15:44:23.000,41.83981113,-87.617141911,"{'latitude': '41.83981113', 'longitude': '-87.617141911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21194,1,560,10,40,22,163,9
13911006,JJ346508,2025-07-23T22:58:00.000,016XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,1231,012,34,28,07,1165553,1898694,2025,2025-07-31T15:44:23.000,41.877609409,-87.667594837,"{'latitude': '41.877609409', 'longitude': '-87.667594837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,90,46,28,15,136,34
13910928,JJ346474,2025-07-23T22:57:00.000,041XX W DIVISION ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,1111,011,37,23,18,1148735,1907686,2025,2025-07-31T15:44:23.000,41.902625802,-87.729113992,"{'latitude': '41.902625802', 'longitude': '-87.729113992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,24,99,45,5,16,68,37
13911845,JJ347600,2025-07-23T22:56:00.000,049XX N AVERS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1712,017,39,14,08A,1149824,1932450,2025,2025-07-31T15:44:23.000,41.970559172,-87.72446784,"{'latitude': '41.970559172', 'longitude': '-87.72446784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21849,14,127,38,20,1,48,39
13918597,JJ354349,2025-07-23T22:50:00.000,040XX W HIRSCH ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,2534,025,36,23,17,,,2025,2025-07-31T15:44:23.000,,,,,,,,,,,,
13910933,JJ346453,2025-07-23T22:50:00.000,076XX S EXCHANGE AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,0421,004,7,43,26,1195776,1855003,2025,2025-07-31T15:44:23.000,41.75702248,-87.558073456,"{'latitude': '41.75702248', 'longitude': '-87.558073456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,245,37,24,19,225,5
13911092,JJ346616,2025-07-23T22:45:00.000,005XX W LAKE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER RAILROAD PROPERTY / TRAIN DEPOT,False,False,0121,001,34,28,14,1172491,1901698,2025,2025-07-31T15:44:23.000,41.885702079,-87.642031644,"{'latitude': '41.885702079', 'longitude': '-87.642031644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4452,29,784,36,45,22,91,34
13913509,JJ349559,2025-07-23T22:45:00.000,043XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1131,011,28,26,07,1147440,1898332,2025,2025-07-31T15:44:23.000,41.876982321,-87.734110736,"{'latitude': '41.876982321', 'longitude': '-87.734110736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,717,23,30,16,100,28
13911026,JJ346444,2025-07-23T22:45:00.000,108XX S HOXIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,0434,004,10,51,06,1195236,1833734,2025,2025-07-31T15:44:23.000,41.698671797,-87.560752026,"{'latitude': '41.698671797', 'longitude': '-87.560752026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,48,174,47,25,19,255,6
13910965,JJ346466,2025-07-23T22:41:00.000,046XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0215,002,3,38,08B,1177494,1874289,2025,2025-07-31T15:44:23.000,41.810377785,-87.624490614,"{'latitude': '41.810377785', 'longitude': '-87.624490614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,4301,4,354,9,36,24,98,8
13910985,JJ346522,2025-07-23T22:40:00.000,038XX W DIVISION ST,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,False,False,1112,011,27,23,03,1150708,1907730,2025,2025-07-31T15:44:23.000,41.902708181,-87.721865617,"{'latitude': '41.902708181', 'longitude': '-87.721865617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4299,24,454,46,5,16,66,27
13910955,JJ346462,2025-07-23T22:37:00.000,003XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,1113,011,28,25,14,1144318,1901709,2025,2025-07-31T15:44:23.000,41.886308456,-87.745488988,"{'latitude': '41.886308456', 'longitude': '-87.745488988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,696,23,32,25,81,28
13912102,JJ346450,2025-07-23T22:33:00.000,042XX W 31ST ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1031,010,22,30,06,1148641,1883704,2025,2025-07-31T15:44:23.000,41.836818175,-87.730078339,"{'latitude': '41.836818175', 'longitude': '-87.730078339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,248,28,57,21,167,22
13911185,JJ346789,2025-07-23T22:30:00.000,013XX W NORWOOD ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,2433,024,48,77,05,1166185,1940304,2025,2025-07-31T15:44:23.000,41.991775954,-87.664081651,"{'latitude': '41.991775954', 'longitude': '-87.664081651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,536,16,14,11,50,48
13911614,JJ347218,2025-07-23T22:30:00.000,001XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,0111,001,34,32,06,1177272,1901493,2025,2025-07-31T15:44:23.000,41.885032519,-87.624481261,"{'latitude': '41.885032519', 'longitude': '-87.624481261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,88,34
13910987,JJ346505,2025-07-23T22:27:00.000,001XX N LOWER WACKER DR,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0122,001,42,32,04B,1173848,1901372,2025,2025-07-31T15:44:23.000,41.88477741,-87.637058225,"{'latitude': '41.88477741', 'longitude': '-87.637058225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14914,38,92,36,46,22,79,42
13910971,JJ346460,2025-07-23T22:20:00.000,014XX S DRAKE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,1021,010,24,29,15,1152938,1892839,2025,2025-07-31T15:44:23.000,41.861801817,-87.714069072,"{'latitude': '41.861801817', 'longitude': '-87.714069072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,772,14,57,21,153,24
13910973,JJ346472,2025-07-23T22:15:00.000,008XX E 63RD ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",OTHER (SPECIFY),True,True,0313,003,20,42,04B,1183298,1863428,2025,2025-07-31T15:44:23.000,41.780440958,-87.603540663,"{'latitude': '41.780440958', 'longitude': '-87.603540663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,470,4,60,18,277,20
13910917,JJ346458,2025-07-23T22:09:00.000,045XX N CENTRAL PARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1723,017,33,14,08A,1151573,1929847,2025,2025-07-31T15:44:23.000,41.963382081,-87.718105325,"{'latitude': '41.963382081', 'longitude': '-87.718105325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21849,14,119,12,20,1,9,33
13910964,JJ346451,2025-07-23T22:07:00.000,065XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0312,003,20,69,14,1180045,1861762,2025,2025-07-31T15:44:23.000,41.77594443,-87.615517586,"{'latitude': '41.77594443', 'longitude': '-87.615517586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,332,4,60,18,277,20
13911597,JJ347363,2025-07-23T22:00:00.000,060XX S WHIPPLE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,0823,008,15,66,26,1157084,1864433,2025,2025-07-31T15:44:23.000,41.783769133,-87.699618827,"{'latitude': '41.783769133', 'longitude': '-87.699618827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,64,183,2,58,13,276,15
13911198,JJ346795,2025-07-23T22:00:00.000,016XX W MONROE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1224,012,27,28,07,1165362,1899616,2025,2025-07-31T15:44:23.000,41.880143516,-87.668269904,"{'latitude': '41.880143516', 'longitude': '-87.668269904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,90,46,28,15,92,27
13911572,JJ347176,2025-07-23T22:00:00.000,057XX S RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0824,008,15,63,08B,1157692,1866436,2025,2025-07-31T15:44:23.000,41.78925333,-87.697335339,"{'latitude': '41.78925333', 'longitude': '-87.697335339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,21867,61,764,2,58,13,269,15
13911223,JJ346745,2025-07-23T22:00:00.000,014XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0131,001,3,33,07,1177449,1893672,2025,2025-07-31T15:44:23.000,41.863567228,-87.624068617,"{'latitude': '41.863567228', 'longitude': '-87.624068617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,34,374,9,35,22,94,8
13911062,JJ346428,2025-07-23T22:00:00.000,051XX N RIDGEWAY AVE,031A,ROBBERY,ARMED - HANDGUN,PARK PROPERTY,False,False,1712,017,39,14,03,1150469,1933641,2025,2025-07-31T15:44:23.000,41.973814751,-87.722064863,"{'latitude': '41.973814751', 'longitude': '-87.722064863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21849,14,127,38,20,1,48,39
13911591,JJ347252,2025-07-23T22:00:00.000,038XX N LINDER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,1633,016,30,15,14,1138994,1925253,2025,2025-07-31T15:44:23.000,41.951014243,-87.764466738,"{'latitude': '41.951014243', 'longitude': '-87.764466738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,231,19,21,12,27,30
13910931,JJ346434,2025-07-23T22:00:00.000,035XX W ROOSEVELT RD,041A,BATTERY,AGGRAVATED - HANDGUN,VACANT LOT / LAND,False,False,1133,011,24,29,04B,1153016,1894483,2025,2025-07-31T15:44:23.000,41.866311594,-87.71373919,"{'latitude': '41.866311594', 'longitude': '-87.71373919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21572,30,98,14,30,16,141,24
13911196,JJ346736,2025-07-23T22:00:00.000,024XX N MEADE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,2512,025,30,19,07,1135331,1915488,2025,2025-07-31T15:44:23.000,41.924283945,-87.778164424,"{'latitude': '41.924283945', 'longitude': '-87.778164424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,19,78,21,2,6,183,30
13911285,JJ346888,2025-07-23T22:00:00.000,020XX N AUSTIN AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,False,False,2515,025,29,19,05,1136075,1912924,2025,2025-07-31T15:44:23.000,41.917234781,-87.775491899,"{'latitude': '41.917234781', 'longitude': '-87.775491899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,19,77,7,2,6,133,29
13910898,JJ346440,2025-07-23T21:52:00.000,053XX N CALIFORNIA AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,STREET,True,False,2011,020,40,4,26,1156721,1935551,2025,2025-07-31T15:44:23.000,41.978931173,-87.699022533,"{'latitude': '41.978931173', 'longitude': '-87.699022533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21849,6,620,24,20,2,57,39
13910963,JJ346432,2025-07-23T21:45:00.000,008XX N CLARK ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,1832,018,2,8,06,1175393,1905828,2025,2025-07-31T15:44:23.000,41.896970377,-87.631250927,"{'latitude': '41.896970377', 'longitude': '-87.631250927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14926,37,310,11,54,14,72,2
